time window size,time step size Fluid,time step size Solid,max time,waveform degree,reduced,substeps,id
0.1,0.002,0.002,5,3,true,true,ref
1.0,0.02,0.005,5,3,true,true,MC_50_200
1.0,0.02,0.02,5,3,true,true,MC_50_50
1.0,0.02,0.05,5,3,true,true,MC_50_20
1.0,0.02,0.2,5,3,true,true,MC_50_5
1.0,0.02,1.0,5,3,true,true,MC_50_1
