# participants version:{'Mass-Left': {'url': 'BenjaminRodenberg/test-cases-dissertation', 'repo': 'refs/pull/8/merge', 'chash': '3202eb513f485596bf76ab992ea7ac77fea1d47d'}, 'Mass-Right': {'url': 'BenjaminRodenberg/test-cases-dissertation', 'repo': 'refs/pull/8/merge', 'chash': '3202eb513f485596bf76ab992ea7ac77fea1d47d'}}
# participants:{'Mass-Left': <prepesthel.participant.Participant object at 0x7f6bb92c6c90>, 'Mass-Right': <prepesthel.participant.Participant object at 0x7f6bc359ad50>}
# run cmd:python3 doConvergenceStudy.py precice-config-FP.xml.jinja2 --silent --executor Github --config configs/fig11_dts.csv -tss runge_kutta_4 generalized_alpha -wd 3 --exchange-substeps -o results/Fig11/data/contour_data.csv
# args:Namespace(template_path='precice-config-FP.xml.jinja2', config='configs/fig11_dts.csv', silent=True, executor='Github', max_time=1.0, base_time_window_size=0.04, time_window_refinements=5, base_time_step_refinement=[1, 1], time_step_refinements=1, time_step_refinement_factor=[2, 2], time_stepping_scheme=['runge_kutta_4', 'generalized_alpha'], waveform_degree=3, exchange_substeps=True, out_filename='results/Fig11/data/contour_data.csv')
# precice.get_version_information():b'3.3.0;no-info [git failed to run];PRECICE_FEATURE_MPI_COMMUNICATION=Y;PRECICE_FEATURE_PETSC_MAPPING=Y;PRECICE_FEATURE_GINKGO_MAPPING=N;PRECICE_FEATURE_PYTHON_ACTIONS=Y;PRECICE_BINDINGS_C=Y;PRECICE_BINDINGS_FORTRAN=Y;CXX=GNU;CXXFLAGS= -O3 -DNDEBUG;LDFLAGS='
# precice.__version__:3.2.1
# precice_config_params:{'time_window_size': 0.00125, 'max_time': 1.0, 'waveform_degree': 3, 'substeps': True}
time window size,time step size Mass-Left,time step size Mass-Right,error Mass-Left,error Mass-Right
0.03125,0.0078125,0.00048828125,2.3443453019023064e-05,2.127028773378503e-05
0.03125,0.0078125,0.000244140625,9.125569306489556e-06,9.1157515406462e-06
0.03125,0.0078125,0.0001220703125,5.664317175302358e-06,6.154790912371588e-06
0.03125,0.0078125,6.103515625e-05,5.284455929246978e-06,5.434149045649428e-06
0.03125,0.0078125,3.0517578125e-05,5.20093700205615e-06,5.258743016628431e-06
0.03125,0.0078125,1.52587890625e-05,5.1762935667637455e-06,5.206950346128836e-06
0.025,0.006249999999999985,0.006249999999999985,0.0031659808719378,0.0026778309605471
0.025,0.006249999999999985,0.003125000000000018,0.0007930400322707,0.0006717099855255
0.025,0.006249999999999985,0.0015625000000000153,0.0001995196431234,0.000169477412178
0.025,0.006249999999999985,0.0007812499999999816,5.114309791059979e-05,4.384317633118751e-05
0.025,0.006249999999999985,0.00039062499999998435,1.4050334384563268e-05,1.244895346746988e-05
0.025,0.006249999999999985,0.0001953125000000183,4.825699073562895e-06,4.642296072492058e-06
0.025,0.006249999999999985,9.765625000001566e-05,2.5694746229598664e-06,2.736197105106253e-06
0.025,0.006249999999999985,4.882812499998171e-05,2.1776842264592533e-06,2.272902283634304e-06
0.025,0.006249999999999985,2.4414062499984324e-05,2.117516642682893e-06,2.1551757861948406e-06
0.025,0.006249999999999985,1.2207031250018285e-05,2.1030081995832006e-06,2.127423060577227e-06
0.02,0.0050000000000000044,0.0050000000000000044,0.0020287462330774,0.0017142602370728
0.02,0.0050000000000000044,0.002499999999999974,0.0005077387002821,0.0004295301457162
0.02,0.0050000000000000044,0.0012499999999999803,0.0001274305099384,0.000108020441301
0.02,0.0050000000000000044,0.0006249999999999885,3.2363866601992086e-05,2.7601032741658704e-05
0.02,0.0050000000000000044,0.00031250000000002153,8.598985373198254e-06,7.50000577698362e-06
0.02,0.0050000000000000044,0.0001562499999999898,2.679650635550868e-06,2.490495984955321e-06
0.02,0.0050000000000000044,7.812500000001743e-05,1.22284133918793e-06,1.2614313134179378e-06
0.02,0.0050000000000000044,3.90624999999866e-05,9.046556473657484e-07,9.631680039368096e-07
0.02,0.0050000000000000044,1.9531249999987766e-05,8.643165545219045e-07,8.867074580698464e-07
0.015625,0.00390625,0.00390625,0.0012381840787394,0.0010462897347741
0.015625,0.00390625,0.001953125,0.0003097379424398,0.0002620644797559
0.015625,0.00390625,0.0009765625,7.761826047042453e-05,6.574430199166037e-05
0.015625,0.00390625,0.00048828125,1.9593841610432428e-05,1.665572100617574e-05
0.015625,0.00390625,0.000244140625,5.088573740041902e-06,4.38419169976334e-06
0.015625,0.00390625,0.0001220703125,1.4675211379433506e-06,1.3210404272989695e-06
0.015625,0.00390625,6.103515625e-05,5.699062218811335e-07,5.649035773724193e-07
0.015625,0.00390625,3.0517578125e-05,3.523594325205437e-07,3.8513315776811385e-07
0.015625,0.00390625,1.52587890625e-05,3.226445504100895e-07,3.3381761632700346e-07
0.0125,0.003125000000000018,0.003125000000000018,0.0007924248583811,0.0006699017711989
0.0125,0.003125000000000018,0.0015625000000000153,0.0001981720337966,0.000167668772635
0.0125,0.003125000000000018,0.0007812499999999816,4.961629431465831e-05,4.201049365584741e-05
0.0125,0.003125000000000018,0.00039062499999998435,1.248105415163625e-05,1.059195568897664e-05
0.0125,0.003125000000000018,0.0001953125000000183,3.197717103275988e-06,2.7372338207987124e-06
0.0125,0.003125000000000018,9.765625000001566e-05,8.794551684676577e-07,7.75603819669346e-07
0.0125,0.003125000000000018,4.882812499998171e-05,3.0004754042467496e-07,2.861505649653928e-07
0.0125,0.003125000000000018,2.4414062499984324e-05,1.5458691526859525e-07,1.6329397924119693e-07
0.0125,0.003125000000000018,1.2207031250018285e-05,1.311885513832767e-07,1.39910518004438e-07
0.01,0.002499999999999974,0.002499999999999974,0.0005071303131574,0.0004288126603153
0.01,0.002499999999999974,0.0012499999999999803,0.0001268073086954,0.0001072868881493
0.01,0.002499999999999974,0.0006249999999999885,3.1731783763699895e-05,2.6859970393700028e-05
0.01,0.002499999999999974,0.00031250000000002153,7.964681665861839e-06,6.751414592248706e-06
0.01,0.002499999999999974,0.0001562499999999898,2.023083755464672e-06,1.7240783800887003e-06
0.01,0.002499999999999974,7.812500000001743e-05,5.386385186767484e-07,4.6830264621711137e-07
0.01,0.002499999999999974,3.90624999999866e-05,1.661904891481214e-07,1.530685197481674e-07
0.01,0.002499999999999974,1.9531249999987766e-05,7.078779551417115e-08,7.376986954632514e-08
0.01,0.002499999999999974,9.765624999992502e-06,5.2873595945968084e-08,5.949196485444119e-08
0.008,0.0020000000000000018,0.0020000000000000018,0.0003245508497981,0.0002745141386633
0.008,0.0020000000000000018,0.0010000000000000009,8.114577572859716e-05,6.865582504045342e-05
0.008,0.0020000000000000018,0.0004999999999999726,2.029845659495821e-05,1.7179683110324362e-05
0.008,0.0020000000000000018,0.0002499999999999794,5.087547124360548e-06,4.309697632154386e-06
0.008,0.0020000000000000018,0.0001250000000000157,1.284959438185851e-06,1.0921563751431496e-06
0.008,0.0020000000000000018,6.24999999999866e-05,3.349184518053328e-07,2.884746541920169e-07
0.008,0.0020000000000000018,3.125000000001574e-05,9.954751384322337e-08,9.020079705379659e-08
0.008,0.0020000000000000018,1.562499999998573e-05,3.2851877218575964e-08,3.4988896335796944e-08
0.00625,0.0015625000000000153,0.0015625000000000153,0.0001980791552683,0.0001675605352404
0.00625,0.0015625000000000153,0.0007812499999999816,4.952115504042176e-05,4.190091201475288e-05
0.00625,0.0015625000000000153,0.00039062499999998435,1.2384562746547978e-05,1.0481165434700346e-05
0.00625,0.0015625000000000153,0.0001953125000000183,3.100877834116833e-06,2.6257421549824578e-06
0.00625,0.0015625000000000153,9.765625000001566e-05,7.805601580646027e-07,6.624663570486966e-07
0.00625,0.0015625000000000153,4.882812499998171e-05,1.983810316574797e-07,1.6914321798733314e-07
0.00625,0.0015625000000000153,2.4414062499984324e-05,4.9517283495781335e-08,4.180985488377864e-08
0.00625,0.0015625000000000153,1.2207031250018285e-05,1.3738299275978251e-08,1.6357887655527037e-08
0.005,0.0012499999999999803,0.0012499999999999803,0.0001267689728152,0.0001072427116557
0.005,0.0012499999999999803,0.0006249999999999885,3.1692526265281185e-05,2.6815247560624256e-05
0.005,0.0012499999999999803,0.00031250000000002153,7.924873531184318e-06,6.706351688257062e-06
0.005,0.0012499999999999803,0.0001562499999999898,1.983133544380955e-06,1.6787847737786965e-06
0.005,0.0012499999999999803,7.812500000001743e-05,4.982625887439696e-07,4.224823709209069e-07
0.005,0.0012499999999999803,3.90624999999866e-05,1.2483300426691102e-07,1.058338568171724e-07
0.005,0.0012499999999999803,1.9531249999987766e-05,2.8148618602674705e-08,2.3162375073493283e-08
0.004,0.0010000000000000009,0.0010000000000000009,8.113005226262349e-05,6.863786824848339e-05
0.004,0.0010000000000000009,0.0004999999999999726,2.028235540052492e-05,1.71615007594772e-05
0.004,0.0010000000000000009,0.0002499999999999794,5.071222025809785e-06,4.291346060697476e-06
0.004,0.0010000000000000009,0.0001250000000000157,1.2685755922947628e-06,1.0737266355476116e-06
0.004,0.0010000000000000009,6.24999999999866e-05,3.1842638448242866e-07,2.698811831791659e-07
0.004,0.0010000000000000009,3.125000000001574e-05,8.285328856327824e-08,7.123427114841263e-08
0.004,0.0010000000000000009,1.562499999998573e-05,1.5580691403727087e-08,1.4236001932843578e-08
0.003125,0.0007812499999999816,0.0007812499999999816,4.9516158668272414e-05,4.189425888134757e-05
0.003125,0.0007812499999999816,0.00039062499999998435,1.23788852952611e-05,1.0474427300039002e-05
0.003125,0.0007812499999999816,0.0001953125000000183,3.0949086233800216e-06,2.6189435236578795e-06
0.003125,0.0007812499999999816,9.765625000001566e-05,7.745156249128193e-07,6.556612929253802e-07
0.003125,0.0007812499999999816,4.882812499998171e-05,1.922336193005414e-07,1.6226833265964302e-07
0.003125,0.0007812499999999816,2.4414062499984324e-05,4.3168070507082497e-08,3.47591116167667e-08
0.003125,0.0007812499999999816,1.2207031250018285e-05,9.15337087722956e-09,8.755171532204287e-09
0.003125,0.0007812499999999816,6.1035156250156704e-06,7.439854333296525e-08,7.959238651489288e-08
0.0028571428571428,0.0007142857142858061,0.0007142857142858061,4.139159908361778e-05,3.502004682531812e-05
0.0028571428571428,0.0007142857142858061,0.0003571428571429447,1.0347744825667249e-05,8.755729658777023e-06
0.0028571428571428,0.0007142857142858061,0.0001785714285716944,2.587050506319688e-06,2.1891578385613286e-06
0.0028571428571428,0.0007142857142858061,8.928571428580556e-05,6.474469051442888e-07,5.480860201245719e-07
0.0028571428571428,0.0007142857142858061,4.464285714311789e-05,1.6036472499925125e-07,1.352580962787897e-07
0.0028571428571428,0.0007142857142858061,2.2321428571614454e-05,3.5064307957188845e-08,2.7929968365869584e-08
0.0028571428571428,0.0007142857142858061,1.1160714286084783e-05,8.260182985525555e-09,7.3843138270746075e-09
0.0025,0.0006249999999999885,0.0006249999999999885,3.1690121979288666e-05,2.681252301744985e-05
0.0025,0.0006249999999999885,0.00031250000000002153,7.922408236882283e-06,6.703600247348618e-06
0.0025,0.0006249999999999885,0.0001562499999999898,1.9806391780008425e-06,1.676006519540918e-06
0.0025,0.0006249999999999885,7.812500000001743e-05,4.957783125147941e-07,4.197224879320949e-07
0.0025,0.0006249999999999885,3.90624999999866e-05,1.223231246849643e-07,1.0309766831917423e-07
0.0025,0.0006249999999999885,1.9531249999987766e-05,2.5574815210038796e-08,2.0060691496848196e-08
0.0015625,0.00039062499999998435,0.00039062499999998435,1.2378642456734036e-05,1.0474015998768182e-05
0.0015625,0.00039062499999998435,0.0001953125000000183,3.09455920571855e-06,2.6185224961672304e-06
0.0015625,0.00039062499999998435,9.765625000001566e-05,7.74128738445512e-07,6.552121387948251e-07
0.0015625,0.00039062499999998435,4.882812499998171e-05,1.9182711258336482e-07,1.618220650256852e-07
0.0015625,0.00039062499999998435,2.4414062499984324e-05,4.2788364795764984e-08,3.4388555253395126e-08
0.0015625,0.00039062499999998435,1.2207031250018285e-05,8.951681881863571e-09,8.142322815984926e-09
0.00125,0.00031250000000002153,0.00031250000000002153,7.922257753756323e-06,6.703428905519004e-06
0.00125,0.00031250000000002153,0.0001562499999999898,1.980487025321498e-06,1.6758378885706191e-06
0.00125,0.00031250000000002153,7.812500000001743e-05,4.956199622929702e-07,4.195428584263805e-07
0.00125,0.00031250000000002153,3.90624999999866e-05,1.222251780896855e-07,1.0291204452506086e-07
0.00125,0.00031250000000002153,1.9531249999987766e-05,2.5285101845629043e-08,1.996562937200963e-08
0.00125,0.00031250000000002153,9.765624999992502e-06,6.980447313491983e-09,5.3276528744206075e-09
